"","FileName","VoiceVote","VoiceLevel","FaceVote","FaceLevel","MultiModalVote","MultiModalLevel"
"3720","1046_IWL_SAD_XX","N","53.78","N","65.33","N","76.5"
"3721","1046_IWL_ANG_XX","A","45","N","71","A","64"
"3722","1046_IWL_FEA_XX","N","59.14","S","56.4","N","70.4"
"3723","1046_IWL_DIS_XX","N","64.4","D","35.5","D","39.6"
"3724","1046_ITH_NEU_XX","N","71.12","N","73.43","N","73.4"
"3725","1046_ITH_HAP_XX","N","45.4","H","61.17","H","29.2"
"3726","1046_ITH_SAD_XX","N","62.57","N","55.88","N","78.11"
"3727","1046_ITH_ANG_XX","N","82.8","N","65.78","N","74.62"
"3728","1046_ITH_FEA_XX","A","39.14","N","81.75","F","66.4"
"3729","1046_ITH_DIS_XX","N","67.75","N","70.33","N","85.83"
"3730","1046_DFA_NEU_XX","N","61.56","N","56.4","N","75.83"
"3731","1046_DFA_HAP_XX","H:N","31.6:77.4","H","58.5","N","57.57"
"3732","1046_DFA_SAD_XX","N","73.2","N","60.5","N","70.89"
"3733","1046_DFA_ANG_XX","A","50","N","54.62","A","59.38"
"3734","1046_DFA_FEA_XX","N","56.75","F:N","58.67:92.33","F","35.83"
"3735","1046_DFA_DIS_XX","N","79","N","68.57","N","79.29"
"3736","1046_ITS_NEU_XX","N","56.44","N","54","N","85"
"3737","1046_ITS_HAP_XX","H","71.67","H","82.3","H","66"
"3738","1046_ITS_SAD_XX","N","65","N","93","N","65.14"
"3739","1046_ITS_ANG_XX","N","64.17","A:N","40.5:51.0","A","33.75"
"3740","1046_ITS_FEA_XX","N","76","N","65.75","N","56.75"
"3741","1046_ITS_DIS_XX","N","67.25","D","38.75","D","67.2"
"3742","1046_TSI_NEU_XX","N","42.71","N","61","N","64.12"
"3743","1046_TSI_HAP_XX","N","67.4","H","80.2","H","34.67"
"3744","1046_TSI_SAD_XX","N","45.12","N","75.1","N","61.89"
"3745","1046_TSI_ANG_XX","N","71.2","N","69.8","N","71.2"
"3746","1046_TSI_FEA_XX","F","54.8","S","47.8","F","60.38"
"3747","1046_TSI_DIS_XX","N","73.43","D","52.25","N","55.33"
"3748","1046_WSI_NEU_XX","N","59","N","57.89","N","74"
"3749","1046_WSI_HAP_XX","A","40.75","H","55.71","H","72.38"
"3750","1046_WSI_SAD_XX","N","52.12","N","77.78","N","70.33"
"3751","1046_WSI_ANG_XX","A","56.5","N","63.4","A","62.5"
"3752","1046_WSI_FEA_XX","D","56","F:S","61.00:41.67","D","60.67"
"3753","1046_WSI_DIS_XX","N","71.38","H","43.75","N","74.57"
"3754","1047_IEO_NEU_XX","N","60.62","N","70.78","N","64.5"
"3755","1047_IEO_HAP_LO","N","75.33","H","89.6","H","76.44"
"3756","1047_IEO_HAP_MD","N","59.75","H","67.44","H","67.1"
"3757","1047_IEO_HAP_HI","A","57.33","H","77","H","66.57"
"3758","1047_IEO_SAD_LO","N","61.38","F","80.4","N","72.17"
"3759","1047_IEO_SAD_MD","N","66.43","N","77.22","N","80.38"
"3760","1047_IEO_SAD_HI","N","76.75","F:N","51:65","N","61"
"3761","1047_IEO_ANG_LO","A","31.5","N","60.14","D","56.8"
"3762","1047_IEO_ANG_MD","A","34.6","D","67.2","D:N","91.33:72.00"
"3763","1047_IEO_ANG_HI","A","79","A","87.83","A","70.12"
"3764","1047_IEO_FEA_LO","N","70.12","N","73.75","N","67.33"
"3765","1047_IEO_FEA_MD","F","69","F","78.75","F","79.9"
"3766","1047_IEO_FEA_HI","F","80.83","F","75","F","81"
"3767","1047_IEO_DIS_LO","F:N:S","52.00:50.33:56.00","D","71.44","D","64.8"
"3768","1047_IEO_DIS_MD","A","66.6","F","65.33","F","59.71"
"3769","1047_IEO_DIS_HI","N","66.75","D","79.57","D","49.56"
"3770","1047_TIE_NEU_XX","N","63.29","N","46","N","77.14"
"3771","1047_TIE_HAP_XX","A","86.25","H","86.89","H","77"
"3772","1047_TIE_SAD_XX","N","94.75","N","60","N","60.12"
"3773","1047_TIE_ANG_XX","A","70.1","A","60.4","A","77"
"3774","1047_TIE_FEA_XX","A","51.33","F","70","F","70.4"
"3775","1047_TIE_DIS_XX","D","52.4","D:F","70:64","D","35.5"
"3776","1047_IOM_NEU_XX","N","62.5","N","68.5","N","73.64"
"3777","1047_IOM_HAP_XX","H","64.33","H","84","H","67.56"
"3778","1047_IOM_SAD_XX","N","59.12","N","61.5","N","75.5"
"3779","1047_IOM_ANG_XX","A","65.78","F","78.6","A","80.5"
"3780","1047_IOM_FEA_XX","N","61.25","F","61.75","F","66"
"3781","1047_IOM_DIS_XX","N","68.14","F","62.5","N","85.5"
"3782","1047_IWW_NEU_XX","N","69.5","N","58.67","N","61.2"
"3783","1047_IWW_HAP_XX","H","57.25","H","75.8","H","81.6"
"3784","1047_IWW_SAD_XX","F","54.5","F:N","25.25:62.25","F","61.17"
"3785","1047_IWW_ANG_XX","A","39","A","68.5","D","65.5"
"3786","1047_IWW_FEA_XX","F","62.33","F","47.83","F","66.9"
"3787","1047_IWW_DIS_XX","D:F","62.0:66.5","D","56.8","D","45"
"3788","1047_TAI_NEU_XX","N","81.12","N","68.43","N","83.5"
"3789","1047_TAI_HAP_XX","H","52.25","H","71.88","H","62"
"3790","1047_TAI_SAD_XX","N","76.2","F:N","51.00:61.75","F:N","43.2:54.4"
"3791","1047_TAI_ANG_XX","N","50.25","F","69","A","52"
"3792","1047_TAI_FEA_XX","F:N","58.25:70.00","F","60","F","46.33"
"3793","1047_TAI_DIS_XX","N","50.8","D","64.67","D","59.5"
"3794","1047_MTI_NEU_XX","N","63.86","N","73.83","N","73"
"3795","1047_MTI_HAP_XX","N","57.83","H","84.38","H","80"
"3796","1047_MTI_SAD_XX","N","64","D:F","42.67:48.33","N","69.5"
"3797","1047_MTI_ANG_XX","A","52.75","A","42.8","A","48.4"
"3798","1047_MTI_FEA_XX","N","59.71","F","67.89","F","49.83"
"3799","1047_MTI_DIS_XX","D","44.75","A","77.86","A","46.86"
"3800","1047_IWL_NEU_XX","N","70.75","N","63.57","N","56.25"
"3801","1047_IWL_HAP_XX","A","36.4","H","77.1","H","62"
"3802","1047_IWL_SAD_XX","N","64","F","59.25","N","74"
"3803","1047_IWL_ANG_XX","N","77.75","D","58.67","A:D:H:N","34:55:58:74"
"3804","1047_IWL_FEA_XX","N","58.86","F","65.6","F","44.67"
"3805","1047_IWL_DIS_XX","N","62.4","A","49.5","D","60.5"
"3806","1047_ITH_NEU_XX","N","68.57","F","70.57","F","41.6"
"3807","1047_ITH_HAP_XX","N","62","H","75.64","H","80.38"
"3808","1047_ITH_SAD_XX","N","54","N","66.14","N","50.25"
"3809","1047_ITH_ANG_XX","A","67.4","F","59.7","A:F","52.50:75.25"
"3810","1047_ITH_FEA_XX","N","49.6","F","75.9","F","67.38"
"3811","1047_ITH_DIS_XX","A","56","D","47.75","D","56"
"3812","1047_DFA_NEU_XX","N","76.12","N","53.5","N","68.5"
"3813","1047_DFA_HAP_XX","H","70.6","H","71","H","71.56"
"3814","1047_DFA_SAD_XX","N","81.14","N","68.67","N","57"
"3815","1047_DFA_ANG_XX","A","62.25","A","69.75","A","64.5"
"3816","1047_DFA_FEA_XX","F:N","55.25:45.75","F","54.5","F","69.43"
"3817","1047_DFA_DIS_XX","N","44.86","A:D","26.33:50.33","N","52.8"
"3818","1047_ITS_NEU_XX","N","61.7","N","76","N","84.22"
"3819","1047_ITS_HAP_XX","D:N","50.33:59.00","H","74","H","76.22"
"3820","1047_ITS_SAD_XX","N","61.75","N","75.83","N","70.43"
"3821","1047_ITS_ANG_XX","A:N","53.5:55.0","A:F","58.67:80.67","D","71.25"
"3822","1047_ITS_FEA_XX","F","65","F","70","F","73.44"
"3823","1047_ITS_DIS_XX","N","46.17","F","58.67","N","59.75"
"3824","1047_TSI_NEU_XX","N","81.14","N","74.25","N","70.33"
"3825","1047_TSI_HAP_XX","F","50.67","H","80.22","H","64"
"3826","1047_TSI_SAD_XX","N","53.5","F","54.25","N","61.43"
"3827","1047_TSI_ANG_XX","A","73","D","50.17","A","76.43"
"3828","1047_TSI_FEA_XX","F","50.88","F","71.75","F","72"
"3829","1047_TSI_DIS_XX","N","54.25","D","68.6","D","59.2"
"3830","1047_WSI_NEU_XX","A","15","N","80.4","A:D","24.33:34.00"
"3831","1047_WSI_HAP_XX","H","39.75","H","73.1","H","51"
"3832","1047_WSI_SAD_XX","N","57.14","F","29.67","N","73.67"
"3833","1047_WSI_ANG_XX","A","55.71","F","61.5","A","58.5"
"3834","1047_WSI_FEA_XX","N","56.67","F","75.17","F","59.88"
"3835","1047_WSI_DIS_XX","A","54.5","A:D","60.50:54.25","A","54.83"
"3836","1048_IEO_NEU_XX","N","63.71","N","67.38","N","81.56"
"3837","1048_IEO_HAP_LO","N","70.5","H","51","H","34"
"3838","1048_IEO_HAP_MD","N","59.14","H","70.56","H","73"
"3839","1048_IEO_HAP_HI","N","75","H","69","H","53.75"
"3840","1048_IEO_SAD_LO","N","51.1","D","56.71","N","64.83"
"3841","1048_IEO_SAD_MD","N","66.17","N","80.75","N","64.29"
"3842","1048_IEO_SAD_HI","N","49.4","S","52.57","N:S","71.33:78.67"
"3843","1048_IEO_ANG_LO","A","50.5","N","53.8","A","40.71"
"3844","1048_IEO_ANG_MD","A","51.5","A","50.67","A","52.44"
"3845","1048_IEO_ANG_HI","A","77.09","A","85.3","A","88.6"
"3846","1048_IEO_FEA_LO","F","70.2","F","61.64","F","58.56"
"3847","1048_IEO_FEA_MD","F","69.43","F","55.67","F","70.9"
"3848","1048_IEO_FEA_HI","F","80.8","F","67.86","F","70.75"
"3849","1048_IEO_DIS_LO","N","76.88","D","77.3","D","61.44"
"3850","1048_IEO_DIS_MD","N","62.33","S","66.33","D","68"
"3851","1048_IEO_DIS_HI","N","74.4","S","71.8","D","66.4"
"3852","1048_TIE_NEU_XX","N","56.67","N","79.57","N","60.5"
"3853","1048_TIE_HAP_XX","N","69.5","H","59.38","H","36.12"
"3854","1048_TIE_SAD_XX","N","42.5","N","80.75","N","68.25"
"3855","1048_TIE_ANG_XX","A:N","47.75:39.25","A:D","27:52","A","39"
"3856","1048_TIE_FEA_XX","N","71.5","D","53.5","N:S","78.33:65.33"
"3857","1048_TIE_DIS_XX","N","72.83","D:S","74.4:72.2","D","60.6"
"3858","1048_IOM_NEU_XX","N","61.5","N","63.75","N","75.8"
"3859","1048_IOM_HAP_XX","N","74","H","53.7","H","52.33"
"3860","1048_IOM_SAD_XX","N","62.9","N","66.8","N","72.5"
"3861","1048_IOM_ANG_XX","A","65.5","D","51.2","A","59.6"
"3862","1048_IOM_FEA_XX","N","68.88","F:N","43.5:57.0","F","66.44"
"3863","1048_IOM_DIS_XX","A","42.4","S","81","D","54.5"
"3864","1048_IWW_NEU_XX","N","66.8","N","65","N","68.8"
"3865","1048_IWW_HAP_XX","H","47.8","H","63.5","H","42.29"
"3866","1048_IWW_SAD_XX","N","76.83","S","35.17","N","67.4"
"3867","1048_IWW_ANG_XX","F","55","D","74.8","F","70.5"
"3868","1048_IWW_FEA_XX","F:N","47:31","F","60.5","F","66.33"
"3869","1048_IWW_DIS_XX","N","72.25","D","67.56","D:F","71.25:55.00"
"3870","1048_TAI_NEU_XX","N","58.57","N","63","N","83.8"
"3871","1048_TAI_HAP_XX","N","44.86","H","64.75","H","45.12"
"3872","1048_TAI_SAD_XX","S","43.14","D","45.67","S","52.4"
"3873","1048_TAI_ANG_XX","D","60","A","56.2","A","88.43"
"3874","1048_TAI_FEA_XX","S","62.2","F","55.7","F","64.8"
"3875","1048_TAI_DIS_XX","D","60.75","D","63.25","D","51"
"3876","1048_MTI_NEU_XX","N","83","N","68.14","N","70.11"
"3877","1048_MTI_HAP_XX","H","43.43","H","63.78","H","55"
"3878","1048_MTI_SAD_XX","N","59.25","N","73.67","N","71.67"
"3879","1048_MTI_ANG_XX","A","61.57","A","62.29","A","67.44"
"3880","1048_MTI_FEA_XX","S","64.86","F:N","34.33:64.67","F","56.71"
"3881","1048_MTI_DIS_XX","N","87.83","D","81.89","D","58"
"3882","1048_IWL_NEU_XX","N","72.5","N","76.17","N","67.14"
"3883","1048_IWL_HAP_XX","N","62.6","H","65","H","71.62"
"3884","1048_IWL_SAD_XX","N","67.88","N","63.75","N","77.38"
"3885","1048_IWL_ANG_XX","A","59.3","A","56.83","A","79.1"
"3886","1048_IWL_FEA_XX","N","44.5","F","70.6","F","61.25"
"3887","1048_IWL_DIS_XX","N","78","D","65.33","D","67"
"3888","1048_ITH_NEU_XX","N","63.8","N","61.86","N","75.43"
"3889","1048_ITH_HAP_XX","N","71.4","H","66","H","50.8"
"3890","1048_ITH_SAD_XX","N","63","F:S","42.75:79.00","F","44.4"
"3891","1048_ITH_ANG_XX","A","23","A","55","A","74.5"
"3892","1048_ITH_FEA_XX","F","62.33","F","68.25","F","68.89"
"3893","1048_ITH_DIS_XX","N","61.14","D","84.57","D","75.8"
"3894","1048_DFA_NEU_XX","N","61.2","N","71.83","N","66.12"
"3895","1048_DFA_HAP_XX","H","60","H","68.4","H","82.14"
"3896","1048_DFA_SAD_XX","N","64.4","N","48.8","N","74.8"
"3897","1048_DFA_ANG_XX","A","79.12","D:F:N","47:40:88","A","57.56"
"3898","1048_DFA_FEA_XX","N","55.22","D","65.17","F:N","58.25:61.75"
"3899","1048_DFA_DIS_XX","D","71","D","65.33","D","72.5"
"3900","1048_ITS_NEU_XX","N","60.75","N","74.5","N","54.14"
"3901","1048_ITS_HAP_XX","N","47.5","H","67.6","H","60.67"
"3902","1048_ITS_SAD_XX","N","71.89","D","58.25","N","65.5"
"3903","1048_ITS_ANG_XX","N","67","A","49.25","N","69.4"
"3904","1048_ITS_FEA_XX","N","59.4","F","53.12","F","43.2"
"3905","1048_ITS_DIS_XX","F","26.75","D","51.67","F","63"
"3906","1048_TSI_NEU_XX","N","65","N","65.11","N","78.88"
"3907","1048_TSI_HAP_XX","N","65.38","H","69.11","H","61.89"
"3908","1048_TSI_SAD_XX","N","48","N","74.5","N","87.75"
"3909","1048_TSI_ANG_XX","A","55.67","D","60.4","A","63.29"
"3910","1048_TSI_FEA_XX","N","50.43","F","57.17","F","57.88"
"3911","1048_TSI_DIS_XX","D","41.6","D","80","D","65.25"
"3912","1048_WSI_NEU_XX","N","65.43","N","69.5","N","74.4"
"3913","1048_WSI_HAP_XX","N","81","H","53.55","H","51.11"
"3914","1048_WSI_SAD_XX","S","43.8","N","66","N","61.71"
"3915","1048_WSI_ANG_XX","A","62.12","A","63.5","A","63.12"
"3916","1048_WSI_FEA_XX","N","30.5","F","46.22","F","62.25"
"3917","1048_WSI_DIS_XX","D","53.5","D","66.14","D","65.57"
"3918","1049_IEO_NEU_XX","N","67.86","N","65.44","N","94.22"
"3919","1049_IEO_HAP_LO","N","47","H","77.89","H","77.5"
"3920","1049_IEO_HAP_MD","H","78.62","H","84.86","H","90.88"
"3921","1049_IEO_HAP_HI","A:H:N","43.5:35.5:47.5","H","76.9","H","88.3"
"3922","1049_IEO_SAD_LO","N","70.2","N","78.6","N:S","75.25:47.75"
"3923","1049_IEO_SAD_MD","S","60.8","N","65.17","N","83.5"
"3924","1049_IEO_SAD_HI","N","43.4","S","59","F:S","58.25:64.75"
"3925","1049_IEO_ANG_LO","N","61.67","H:N","72:66","N","74.67"
"3926","1049_IEO_ANG_MD","A","71.12","H","68.78","A","38.83"
"3927","1049_IEO_ANG_HI","A","76","A","70.67","A","68.3"
"3928","1049_IEO_FEA_LO","N","76.6","N","67","N","62.14"
"3929","1049_IEO_FEA_MD","D","51.33","F","82.5","F","66.2"
"3930","1049_IEO_FEA_HI","F","65","F","69.14","F","82.56"
"3931","1049_IEO_DIS_LO","D","44.14","D","69.88","D","57.14"
"3932","1049_IEO_DIS_MD","H","57.83","S","84","D","74.67"
"3933","1049_IEO_DIS_HI","N","63.57","D","70.88","D","67.57"
"3934","1049_TIE_NEU_XX","N","70.4","N","70.4","N","79.9"
"3935","1049_TIE_HAP_XX","H","51.17","H","79.1","H","89.2"
"3936","1049_TIE_SAD_XX","N:S","59:30","N","72.8","N","76"
"3937","1049_TIE_ANG_XX","A","75.62","A","58.25","A","78.25"
"3938","1049_TIE_FEA_XX","N","63.6","F","46.83","F","44.5"
"3939","1049_TIE_DIS_XX","N","51","S","57.4","D:N","72.33:62.33"
"3940","1049_IOM_NEU_XX","N","72.12","H","36.83","N","65.25"
"3941","1049_IOM_HAP_XX","H:N","74.00:61.67","H","82.86","H","72.91"
"3942","1049_IOM_SAD_XX","N","57.14","N","88","N","62.17"
"3943","1049_IOM_ANG_XX","A:D","77.0:63.5","A","60","A","71.33"
"3944","1049_IOM_FEA_XX","F","46.6","S","49.33","F","46.25"
"3945","1049_IOM_DIS_XX","N","78.25","F","60","D","47.4"
"3946","1049_IWW_NEU_XX","N","82.5","N","80.43","N","79.43"
"3947","1049_IWW_HAP_XX","H","66","H","82.11","H","71.2"
"3948","1049_IWW_SAD_XX","F","50.5","N","71","F","56.5"
"3949","1049_IWW_ANG_XX","A:F","68.5:63.5","A","72.5","A","66.2"
"3950","1049_IWW_FEA_XX","F","54.6","D","56.25","F","63.1"
"3951","1049_IWW_DIS_XX","S","66","S","78.2","D","70.6"
"3952","1049_TAI_NEU_XX","N","69.78","N","65.22","N","56.1"
"3953","1049_TAI_HAP_XX","F","43.2","H","79.1","H","77.22"
"3954","1049_TAI_SAD_XX","N","52.71","N","63.83","N","74.75"
"3955","1049_TAI_ANG_XX","A","71.5","A","73.6","A","67.8"
"3956","1049_TAI_FEA_XX","F","53.83","F","70.25","F","73"
"3957","1049_TAI_DIS_XX","D","62.29","D","75.2","D","78.62"
"3958","1049_MTI_NEU_XX","N","78.38","N","79.38","N","77.38"
"3959","1049_MTI_HAP_XX","H","61.25","H","88.11","H","70.1"
"3960","1049_MTI_SAD_XX","N","60.5","N","53.25","N","61.33"
"3961","1049_MTI_ANG_XX","A:D","64.33:91.33","A","69.5","A","59"
"3962","1049_MTI_FEA_XX","S","46","F","75.33","F","59.12"
"3963","1049_MTI_DIS_XX","A:D","44.33:61.33","A:D","45.0:60.6","D","72.2"
"3964","1049_IWL_NEU_XX","N","63.33","N","71.11","N","69.62"
"3965","1049_IWL_HAP_XX","H","74.75","H","76.71","H","86.4"
"3966","1049_IWL_SAD_XX","N","83.29","N","70.14","N","75.14"
"3967","1049_IWL_ANG_XX","A:H","54.67:34.00","D","55.2","A","70.25"
"3968","1049_IWL_FEA_XX","S","43.17","F","71.4","F:S","65.6:56.6"
"3969","1049_IWL_DIS_XX","A","56.33","F","70.75","D:S","56.67:78.33"
"3970","1049_ITH_NEU_XX","N:S","39.00:40.67","N","66","N","77.11"
"3971","1049_ITH_HAP_XX","H","64.8","H","78","H","86.86"
"3972","1049_ITH_SAD_XX","S","60.43","N:S","50.4:51.0","F","37.83"
"3973","1049_ITH_ANG_XX","F","72.8","A","64","A","71.17"
"3974","1049_ITH_FEA_XX","F:S","59.00:64.25","F","71.22","F","73.22"
"3975","1049_ITH_DIS_XX","F","45.5","F:S","73.4:65.0","F","66.8"
"3976","1049_DFA_NEU_XX","N","85.5","N","63","N","68.88"
"3977","1049_DFA_HAP_XX","H","61.17","H","89.5","H","76.89"
"3978","1049_DFA_SAD_XX","N","63.4","F:S","58.67:60.67","N","75"
"3979","1049_DFA_ANG_XX","A","52.71","A","81.14","A","65.22"
"3980","1049_DFA_FEA_XX","S","59.4","F","65","F","64.38"
"3981","1049_DFA_DIS_XX","N","43.67","F","30.75","D","41"
"3982","1049_ITS_NEU_XX","N","65","N","62.89","N","75.12"
"3983","1049_ITS_HAP_XX","H","81.56","H","82.11","H","86.3"
"3984","1049_ITS_SAD_XX","F","37.6","N","66.8","N","83.33"
"3985","1049_ITS_ANG_XX","N","58.29","A","38","A","55.25"
"3986","1049_ITS_FEA_XX","F","78.25","F","49.2","S","48.17"
"3987","1049_ITS_DIS_XX","S","66.75","D","66","F","62"
"3988","1049_TSI_NEU_XX","N","41.5","N","58.62","N","65.67"
"3989","1049_TSI_HAP_XX","F","82.5","H","88","H","85"
"3990","1049_TSI_SAD_XX","N","58","N","60","N","71.4"
"3991","1049_TSI_ANG_XX","F","65","A","70.5","A","53.83"
"3992","1049_TSI_FEA_XX","F:N","53.33:84.67","F:S","59:48","F","39.29"
"3993","1049_TSI_DIS_XX","A","62.67","D","72","D","64.71"
"3994","1049_WSI_NEU_XX","N","73.86","N","73.83","N","65.5"
"3995","1049_WSI_HAP_XX","H","68.43","H","86.8","H","78.56"
"3996","1049_WSI_SAD_XX","N","75.86","N","72","N","81"
"3997","1049_WSI_ANG_XX","A","65.43","A","70.12","A","78.89"
"3998","1049_WSI_FEA_XX","S","48.2","S","71.57","F","68.2"
"3999","1049_WSI_DIS_XX","D","58.25","D","92","D:S","67.00:70.67"
"4000","1050_IEO_NEU_XX","N","67","H:N","58.5:55.5","N","72.89"
"4001","1050_IEO_HAP_LO","N","65","H","69.71","H","69.5"
"4002","1050_IEO_HAP_MD","D","74.75","H","83","H","77.5"
"4003","1050_IEO_HAP_HI","A","87","H","91.11","H","77.56"
"4004","1050_IEO_SAD_LO","N","71.62","H:N","47.2:73.4","N","74"
"4005","1050_IEO_SAD_MD","N","50.78","N","71.5","N","77.57"
"4006","1050_IEO_SAD_HI","N","65.75","N","66","N","65.17"
"4007","1050_IEO_ANG_LO","A","53.75","A","52.75","A","73.67"
"4008","1050_IEO_ANG_MD","A","64.88","A","67.2","A:D","67.50:63.75"
"4009","1050_IEO_ANG_HI","A","87.86","A","91.5","A","85"
"4010","1050_IEO_FEA_LO","F","38.25","F","41.6","F","71.12"
"4011","1050_IEO_FEA_MD","F","58.75","F","57.17","F","67"
"4012","1050_IEO_FEA_HI","A","96","A","87","F","81.14"
"4013","1050_IEO_DIS_LO","D:N","61.00:60.67","A","51.4","D","61"
"4014","1050_IEO_DIS_MD","D","56.5","H","61.5","D","61.5"
"4015","1050_IEO_DIS_HI","N","63.6","H","43","H:N","64.8:70.0"
"4016","1050_TIE_NEU_XX","N","64.6","D","44.67","N","60"
"4017","1050_TIE_HAP_XX","N","63.57","H","79.5","H","68.33"
"4018","1050_TIE_SAD_XX","N","62.71","H","55.75","N","70"
"4019","1050_TIE_ANG_XX","A","79.44","A","80.56","A","76.5"
"4020","1050_TIE_FEA_XX","N","65.2","D","54.75","F:N","36.67:66.67"
"4021","1050_TIE_DIS_XX","D","48.4","D","55.67","D","49.75"
"4022","1050_IOM_NEU_XX","N","54.88","N","78.8","N","72.67"
"4023","1050_IOM_HAP_XX","N","77.17","H","57.83","H","30.83"
"4024","1050_IOM_SAD_XX","N","43","N","73.4","N","55.67"
"4025","1050_IOM_ANG_XX","A","66.17","A","50.89","A","77.33"
"4026","1050_IOM_FEA_XX","A:S","24.5:48.0","N","70.62","N","53"
"4027","1050_IOM_DIS_XX","N","80","D","42.17","A:D","57.25:71.75"
"4028","1050_IWW_NEU_XX","N","62","N","71.33","F","53.5"
"4029","1050_IWW_HAP_XX","D","36.67","H","75.6","H","38.71"
"4030","1050_IWW_SAD_XX","N","62","N","74","F","40.75"
"4031","1050_IWW_ANG_XX","A:D","71.25:57.50","A","55.83","A","58.67"
"4032","1050_IWW_FEA_XX","N","44.38","F","69.25","F","71"
"4033","1050_IWW_DIS_XX","D","52.25","A","62.62","D","62"
"4034","1050_TAI_NEU_XX","N","69.9","N","70","N","65.86"
"4035","1050_TAI_HAP_XX","N","79.17","H","66.78","H","55.89"
"4036","1050_TAI_SAD_XX","N","62.5","S","45","N","70.25"
"4037","1050_TAI_ANG_XX","A","84.38","A","89.62","A","84.6"
"4038","1050_TAI_FEA_XX","F","61.4","A","67.75","F","61.43"
"4039","1050_TAI_DIS_XX","N","59","D","63.17","D","56.2"
"4040","1050_MTI_NEU_XX","N","67.38","D","77.75","N","85.67"
"4041","1050_MTI_HAP_XX","N","76.62","H","49.29","H:N","42.8:54.4"
"4042","1050_MTI_SAD_XX","N","53.12","N","66.5","S","56.4"
"4043","1050_MTI_ANG_XX","A","87.78","A","84.3","A","81.75"
"4044","1050_MTI_FEA_XX","F","72.71","A","77","A","47.75"
"4045","1050_MTI_DIS_XX","D","62","A","64.62","A","38.4"
"4046","1050_IWL_NEU_XX","N","62.71","N","64.2","H:N","58.00:72.75"
"4047","1050_IWL_HAP_XX","D:N","48.67:51.67","H","72.12","H","56.88"
"4048","1050_IWL_SAD_XX","N","60.2","N","55.8","N","51.25"
"4049","1050_IWL_ANG_XX","A","89.1","A","76.9","A","88.6"
"4050","1050_IWL_FEA_XX","F","69","F","68.43","F","62.4"
"4051","1050_IWL_DIS_XX","A","51","A","77.67","A","78.4"
"4052","1050_ITH_NEU_XX","N","77","N","59.83","N","86.2"
"4053","1050_ITH_HAP_XX","N","62.43","H","79.89","H","47.29"
"4054","1050_ITH_SAD_XX","N","55.8","N","72.4","S","55"
"4055","1050_ITH_ANG_XX","A","87.25","A","88","A","87.12"
"4056","1050_ITH_FEA_XX","F","57","F","51.83","F","64"
"4057","1050_ITH_DIS_XX","N","56.75","A:D:H","66.00:67.33:42.00","D","59.8"
"4058","1050_DFA_NEU_XX","N","76.4","D:N","49:44","N","75.5"
"4059","1050_DFA_HAP_XX","D:N","53.67:48.67","H","79.5","H","63.38"
"4060","1050_DFA_SAD_XX","N","55.14","A:N","52.00:81.67","F:N","44.25:71.75"
"4061","1050_DFA_ANG_XX","A","84.12","A","81.75","A","83.56"
"4062","1050_DFA_FEA_XX","F:N","51.0:68.5","D:F","67.00:35.67","F","55.56"
"4063","1050_DFA_DIS_XX","A","62.4","D","54.75","A:D","40.0:63.5"
"4064","1050_ITS_NEU_XX","N","59.8","N","79.5","N","76.25"
"4065","1050_ITS_HAP_XX","H","43.25","H","86.5","H","84.78"
"4066","1050_ITS_SAD_XX","N","44.2","N","77.4","D","44"
"4067","1050_ITS_ANG_XX","A","83.11","A","87.8","A","82.5"
"4068","1050_ITS_FEA_XX","N","51.2","F","59.8","F","84.12"
"4069","1050_ITS_DIS_XX","F","71","A:D","73.33:77.00","D","74.89"
"4070","1050_TSI_NEU_XX","N","64.62","D","56.75","N","75.33"
"4071","1050_TSI_HAP_XX","N","64.25","H","80.9","H","60.44"
"4072","1050_TSI_SAD_XX","N","44.43","N","51.25","N","55.5"
"4073","1050_TSI_ANG_XX","A","80.88","A","81","A","81"
"4074","1050_TSI_FEA_XX","S","75","F","70.89","F","74.44"
"4075","1050_TSI_DIS_XX","D","74.33","A","64.67","A:D","54.5:41.5"
"4076","1050_WSI_NEU_XX","N","69.67","N","52.25","N","65.33"
"4077","1050_WSI_HAP_XX","A","49.8","H","86.78","H","86.14"
"4078","1050_WSI_SAD_XX","N","55","A","40","F","57.8"
"4079","1050_WSI_ANG_XX","A","81.89","A","94.33","A","90.14"
"4080","1050_WSI_FEA_XX","F","73.67","F","74.4","F","71.38"
"4081","1050_WSI_DIS_XX","D","63.4","D","66.33","A:D","53.4:74.0"
"4082","1051_IEO_NEU_XX","N","66.45","N","68.56","N","76.83"
"4083","1051_IEO_HAP_LO","N","74.7","H","67.56","H","63.78"
"4084","1051_IEO_HAP_MD","N","73","H","74.25","H","58.64"
"4085","1051_IEO_HAP_HI","N","57.5","H","80","H","74.88"
"4086","1051_IEO_SAD_LO","N","61.5","D:N","39.33:64.00","D:N","22.0:66.5"
"4087","1051_IEO_SAD_MD","N","40.67","N","62.57","N","74"
"4088","1051_IEO_SAD_HI","N","62","S","57.8","S","63"
"4089","1051_IEO_ANG_LO","D","28.67","A","46.75","D","73.33"
"4090","1051_IEO_ANG_MD","A","44","A","45.71","A","69"
"4091","1051_IEO_ANG_HI","A","61.8","A","83.3","A","92.71"
"4092","1051_IEO_FEA_LO","N","55.2","N","79","N","65"
