"Stimulus_Number","Filename"
1524,"1019_ITS_SAD_XX"
1525,"1019_ITS_ANG_XX"
1526,"1019_ITS_FEA_XX"
1527,"1019_ITS_DIS_XX"
1528,"1019_TSI_NEU_XX"
1529,"1019_TSI_HAP_XX"
1530,"1019_TSI_SAD_XX"
1531,"1019_TSI_ANG_XX"
1532,"1019_TSI_FEA_XX"
1533,"1019_TSI_DIS_XX"
1534,"1019_WSI_NEU_XX"
1535,"1019_WSI_HAP_XX"
1536,"1019_WSI_SAD_XX"
1537,"1019_WSI_ANG_XX"
1538,"1019_WSI_FEA_XX"
1539,"1019_WSI_DIS_XX"
1540,"1020_IEO_NEU_XX"
1541,"1020_IEO_HAP_LO"
1542,"1020_IEO_HAP_MD"
1543,"1020_IEO_HAP_HI"
1544,"1020_IEO_SAD_LO"
1545,"1020_IEO_SAD_MD"
1546,"1020_IEO_SAD_HI"
1547,"1020_IEO_ANG_LO"
1548,"1020_IEO_ANG_MD"
1549,"1020_IEO_ANG_HI"
1550,"1020_IEO_FEA_LO"
1551,"1020_IEO_FEA_MD"
1552,"1020_IEO_FEA_HI"
1553,"1020_IEO_DIS_LO"
1554,"1020_IEO_DIS_MD"
1555,"1020_IEO_DIS_HI"
1556,"1020_TIE_NEU_XX"
1557,"1020_TIE_HAP_XX"
1558,"1020_TIE_SAD_XX"
1559,"1020_TIE_ANG_XX"
1560,"1020_TIE_FEA_XX"
1561,"1020_TIE_DIS_XX"
1562,"1020_IOM_NEU_XX"
1563,"1020_IOM_HAP_XX"
1564,"1020_IOM_SAD_XX"
1565,"1020_IOM_ANG_XX"
1566,"1020_IOM_FEA_XX"
1567,"1020_IOM_DIS_XX"
1568,"1020_IWW_NEU_XX"
1569,"1020_IWW_HAP_XX"
1570,"1020_IWW_SAD_XX"
1571,"1020_IWW_ANG_XX"
1572,"1020_IWW_FEA_XX"
1573,"1020_IWW_DIS_XX"
1574,"1020_TAI_NEU_XX"
1575,"1020_TAI_HAP_XX"
1576,"1020_TAI_SAD_XX"
1577,"1020_TAI_ANG_XX"
1578,"1020_TAI_FEA_XX"
1579,"1020_TAI_DIS_XX"
1580,"1020_MTI_NEU_XX"
1581,"1020_MTI_HAP_XX"
1582,"1020_MTI_SAD_XX"
1583,"1020_MTI_ANG_XX"
1584,"1020_MTI_FEA_XX"
1585,"1020_MTI_DIS_XX"
1586,"1020_IWL_NEU_XX"
1587,"1020_IWL_HAP_XX"
1588,"1020_IWL_SAD_XX"
1589,"1020_IWL_ANG_XX"
1590,"1020_IWL_FEA_XX"
1591,"1020_IWL_DIS_XX"
1592,"1020_ITH_NEU_XX"
1593,"1020_ITH_HAP_XX"
1594,"1020_ITH_SAD_XX"
1595,"1020_ITH_ANG_XX"
1596,"1020_ITH_FEA_XX"
1597,"1020_ITH_DIS_XX"
1598,"1020_DFA_NEU_XX"
1599,"1020_DFA_HAP_XX"
1600,"1020_DFA_SAD_XX"
1601,"1020_DFA_ANG_XX"
1602,"1020_DFA_FEA_XX"
1603,"1020_DFA_DIS_XX"
1604,"1020_ITS_NEU_XX"
1605,"1020_ITS_HAP_XX"
1606,"1020_ITS_SAD_XX"
1607,"1020_ITS_ANG_XX"
1608,"1020_ITS_FEA_XX"
1609,"1020_ITS_DIS_XX"
1610,"1020_TSI_NEU_XX"
1611,"1020_TSI_HAP_XX"
1612,"1020_TSI_SAD_XX"
1613,"1020_TSI_ANG_XX"
1614,"1020_TSI_FEA_XX"
1615,"1020_TSI_DIS_XX"
1616,"1020_WSI_NEU_XX"
1617,"1020_WSI_HAP_XX"
1618,"1020_WSI_SAD_XX"
1619,"1020_WSI_ANG_XX"
1620,"1020_WSI_FEA_XX"
1621,"1020_WSI_DIS_XX"
1622,"1021_IEO_NEU_XX"
1623,"1021_IEO_HAP_LO"
1624,"1021_IEO_HAP_MD"
1625,"1021_IEO_HAP_HI"
1626,"1021_IEO_SAD_LO"
1627,"1021_IEO_SAD_MD"
1628,"1021_IEO_SAD_HI"
1629,"1021_IEO_ANG_LO"
1630,"1021_IEO_ANG_MD"
1631,"1021_IEO_ANG_HI"
1632,"1021_IEO_FEA_LO"
1633,"1021_IEO_FEA_MD"
1634,"1021_IEO_FEA_HI"
1635,"1021_IEO_DIS_LO"
1636,"1021_IEO_DIS_MD"
1637,"1021_IEO_DIS_HI"
1638,"1021_TIE_NEU_XX"
1639,"1021_TIE_HAP_XX"
1640,"1021_TIE_SAD_XX"
1641,"1021_TIE_ANG_XX"
1642,"1021_TIE_FEA_XX"
1643,"1021_TIE_DIS_XX"
1644,"1021_IOM_NEU_XX"
1645,"1021_IOM_HAP_XX"
1646,"1021_IOM_SAD_XX"
1647,"1021_IOM_ANG_XX"
1648,"1021_IOM_FEA_XX"
1649,"1021_IOM_DIS_XX"
1650,"1021_IWW_NEU_XX"
1651,"1021_IWW_HAP_XX"
1652,"1021_IWW_SAD_XX"
1653,"1021_IWW_ANG_XX"
1654,"1021_IWW_FEA_XX"
1655,"1021_IWW_DIS_XX"
1656,"1021_TAI_NEU_XX"
1657,"1021_TAI_HAP_XX"
1658,"1021_TAI_SAD_XX"
1659,"1021_TAI_ANG_XX"
1660,"1021_TAI_FEA_XX"
1661,"1021_TAI_DIS_XX"
1662,"1021_MTI_NEU_XX"
1663,"1021_MTI_HAP_XX"
1664,"1021_MTI_SAD_XX"
1665,"1021_MTI_ANG_XX"
1666,"1021_MTI_FEA_XX"
1667,"1021_MTI_DIS_XX"
1668,"1021_IWL_NEU_XX"
1669,"1021_IWL_HAP_XX"
1670,"1021_IWL_SAD_XX"
1671,"1021_IWL_ANG_XX"
1672,"1021_IWL_FEA_XX"
1673,"1021_IWL_DIS_XX"
1674,"1021_ITH_NEU_XX"
1675,"1021_ITH_HAP_XX"
1676,"1021_ITH_SAD_XX"
1677,"1021_ITH_ANG_XX"
1678,"1021_ITH_FEA_XX"
1679,"1021_ITH_DIS_XX"
1680,"1021_DFA_NEU_XX"
1681,"1021_DFA_HAP_XX"
1682,"1021_DFA_SAD_XX"
1683,"1021_DFA_ANG_XX"
1684,"1021_DFA_FEA_XX"
1685,"1021_DFA_DIS_XX"
1686,"1021_ITS_NEU_XX"
1687,"1021_ITS_HAP_XX"
1688,"1021_ITS_SAD_XX"
1689,"1021_ITS_ANG_XX"
1690,"1021_ITS_FEA_XX"
1691,"1021_ITS_DIS_XX"
1692,"1021_TSI_NEU_XX"
1693,"1021_TSI_HAP_XX"
1694,"1021_TSI_SAD_XX"
1695,"1021_TSI_ANG_XX"
1696,"1021_TSI_FEA_XX"
1697,"1021_TSI_DIS_XX"
1698,"1021_WSI_NEU_XX"
1699,"1021_WSI_HAP_XX"
1700,"1021_WSI_SAD_XX"
1701,"1021_WSI_ANG_XX"
1702,"1021_WSI_FEA_XX"
1703,"1021_WSI_DIS_XX"
1704,"1022_IEO_NEU_XX"
1705,"1022_IEO_HAP_LO"
1706,"1022_IEO_HAP_MD"
1707,"1022_IEO_HAP_HI"
1708,"1022_IEO_SAD_LO"
1709,"1022_IEO_SAD_MD"
1710,"1022_IEO_SAD_HI"
1711,"1022_IEO_ANG_LO"
1712,"1022_IEO_ANG_MD"
1713,"1022_IEO_ANG_HI"
1714,"1022_IEO_FEA_LO"
1715,"1022_IEO_FEA_MD"
1716,"1022_IEO_FEA_HI"
1717,"1022_IEO_DIS_LO"
1718,"1022_IEO_DIS_MD"
1719,"1022_IEO_DIS_HI"
1720,"1022_TIE_NEU_XX"
1721,"1022_TIE_HAP_XX"
1722,"1022_TIE_SAD_XX"
1723,"1022_TIE_ANG_XX"
1724,"1022_TIE_FEA_XX"
1725,"1022_TIE_DIS_XX"
1726,"1022_IOM_NEU_XX"
1727,"1022_IOM_HAP_XX"
1728,"1022_IOM_SAD_XX"
1729,"1022_IOM_ANG_XX"
1730,"1022_IOM_FEA_XX"
1731,"1022_IOM_DIS_XX"
1732,"1022_IWW_NEU_XX"
1733,"1022_IWW_HAP_XX"
1734,"1022_IWW_SAD_XX"
1735,"1022_IWW_ANG_XX"
1736,"1022_IWW_FEA_XX"
1737,"1022_IWW_DIS_XX"
1738,"1022_TAI_NEU_XX"
1739,"1022_TAI_HAP_XX"
1740,"1022_TAI_SAD_XX"
1741,"1022_TAI_ANG_XX"
1742,"1022_TAI_FEA_XX"
1743,"1022_TAI_DIS_XX"
1744,"1022_MTI_NEU_XX"
1745,"1022_MTI_HAP_XX"
1746,"1022_MTI_SAD_XX"
1747,"1022_MTI_ANG_XX"
1748,"1022_MTI_FEA_XX"
1749,"1022_MTI_DIS_XX"
1750,"1022_IWL_NEU_XX"
1751,"1022_IWL_HAP_XX"
1752,"1022_IWL_SAD_XX"
1753,"1022_IWL_ANG_XX"
1754,"1022_IWL_FEA_XX"
1755,"1022_IWL_DIS_XX"
1756,"1022_ITH_NEU_XX"
1757,"1022_ITH_HAP_XX"
1758,"1022_ITH_SAD_XX"
1759,"1022_ITH_ANG_XX"
1760,"1022_ITH_FEA_XX"
1761,"1022_ITH_DIS_XX"
1762,"1022_DFA_NEU_XX"
1763,"1022_DFA_HAP_XX"
1764,"1022_DFA_SAD_XX"
1765,"1022_DFA_ANG_XX"
1766,"1022_DFA_FEA_XX"
1767,"1022_DFA_DIS_XX"
1768,"1022_ITS_NEU_XX"
1769,"1022_ITS_HAP_XX"
1770,"1022_ITS_SAD_XX"
1771,"1022_ITS_ANG_XX"
1772,"1022_ITS_FEA_XX"
1773,"1022_ITS_DIS_XX"
1774,"1022_TSI_NEU_XX"
1775,"1022_TSI_HAP_XX"
1776,"1022_TSI_SAD_XX"
1777,"1022_TSI_ANG_XX"
1778,"1022_TSI_FEA_XX"
1779,"1022_TSI_DIS_XX"
1780,"1022_WSI_NEU_XX"
1781,"1022_WSI_HAP_XX"
1782,"1022_WSI_SAD_XX"
1783,"1022_WSI_ANG_XX"
1784,"1022_WSI_FEA_XX"
1785,"1022_WSI_DIS_XX"
1786,"1023_IEO_NEU_XX"
1787,"1023_IEO_HAP_LO"
1788,"1023_IEO_HAP_MD"
1789,"1023_IEO_HAP_HI"
1790,"1023_IEO_SAD_LO"
1791,"1023_IEO_SAD_MD"
1792,"1023_IEO_SAD_HI"
1793,"1023_IEO_ANG_LO"
1794,"1023_IEO_ANG_MD"
1795,"1023_IEO_ANG_HI"
1796,"1023_IEO_FEA_LO"
1797,"1023_IEO_FEA_MD"
1798,"1023_IEO_FEA_HI"
1799,"1023_IEO_DIS_LO"
1800,"1023_IEO_DIS_MD"
1801,"1023_IEO_DIS_HI"
1802,"1023_TIE_NEU_XX"
1803,"1023_TIE_HAP_XX"
1804,"1023_TIE_SAD_XX"
1805,"1023_TIE_ANG_XX"
1806,"1023_TIE_FEA_XX"
1807,"1023_TIE_DIS_XX"
1808,"1023_IOM_NEU_XX"
1809,"1023_IOM_HAP_XX"
1810,"1023_IOM_SAD_XX"
1811,"1023_IOM_ANG_XX"
1812,"1023_IOM_FEA_XX"
1813,"1023_IOM_DIS_XX"
1814,"1023_IWW_NEU_XX"
1815,"1023_IWW_HAP_XX"
1816,"1023_IWW_SAD_XX"
1817,"1023_IWW_ANG_XX"
1818,"1023_IWW_FEA_XX"
1819,"1023_IWW_DIS_XX"
1820,"1023_TAI_NEU_XX"
1821,"1023_TAI_HAP_XX"
1822,"1023_TAI_SAD_XX"
1823,"1023_TAI_ANG_XX"
1824,"1023_TAI_FEA_XX"
1825,"1023_TAI_DIS_XX"
1826,"1023_MTI_NEU_XX"
1827,"1023_MTI_HAP_XX"
1828,"1023_MTI_SAD_XX"
1829,"1023_MTI_ANG_XX"
1830,"1023_MTI_FEA_XX"
1831,"1023_MTI_DIS_XX"
1832,"1023_IWL_NEU_XX"
1833,"1023_IWL_HAP_XX"
1834,"1023_IWL_SAD_XX"
1835,"1023_IWL_ANG_XX"
1836,"1023_IWL_FEA_XX"
1837,"1023_IWL_DIS_XX"
1838,"1023_ITH_NEU_XX"
1839,"1023_ITH_HAP_XX"
1840,"1023_ITH_SAD_XX"
1841,"1023_ITH_ANG_XX"
1842,"1023_ITH_FEA_XX"
1843,"1023_ITH_DIS_XX"
1844,"1023_DFA_NEU_XX"
1845,"1023_DFA_HAP_XX"
1846,"1023_DFA_SAD_XX"
1847,"1023_DFA_ANG_XX"
1848,"1023_DFA_FEA_XX"
1849,"1023_DFA_DIS_XX"
1850,"1023_ITS_NEU_XX"
1851,"1023_ITS_HAP_XX"
1852,"1023_ITS_SAD_XX"
1853,"1023_ITS_ANG_XX"
1854,"1023_ITS_FEA_XX"
1855,"1023_ITS_DIS_XX"
1856,"1023_TSI_NEU_XX"
1857,"1023_TSI_HAP_XX"
1858,"1023_TSI_SAD_XX"
1859,"1023_TSI_ANG_XX"
1860,"1023_TSI_FEA_XX"
1861,"1023_TSI_DIS_XX"
1862,"1023_WSI_NEU_XX"
1863,"1023_WSI_HAP_XX"
1864,"1023_WSI_SAD_XX"
1865,"1023_WSI_ANG_XX"
1866,"1023_WSI_FEA_XX"
1867,"1023_WSI_DIS_XX"
1868,"1024_IEO_NEU_XX"
1869,"1024_IEO_HAP_LO"
1870,"1024_IEO_HAP_MD"
1871,"1024_IEO_HAP_HI"
1872,"1024_IEO_SAD_LO"
1873,"1024_IEO_SAD_MD"
1874,"1024_IEO_SAD_HI"
1875,"1024_IEO_ANG_LO"
1876,"1024_IEO_ANG_MD"
1877,"1024_IEO_ANG_HI"
1878,"1024_IEO_FEA_LO"
1879,"1024_IEO_FEA_MD"
1880,"1024_IEO_FEA_HI"
1881,"1024_IEO_DIS_LO"
1882,"1024_IEO_DIS_MD"
1883,"1024_IEO_DIS_HI"
1884,"1024_TIE_NEU_XX"
1885,"1024_TIE_HAP_XX"
1886,"1024_TIE_SAD_XX"
1887,"1024_TIE_ANG_XX"
1888,"1024_TIE_FEA_XX"
1889,"1024_TIE_DIS_XX"
1890,"1024_IOM_NEU_XX"
1891,"1024_IOM_HAP_XX"
1892,"1024_IOM_SAD_XX"
1893,"1024_IOM_ANG_XX"
1894,"1024_IOM_FEA_XX"
1895,"1024_IOM_DIS_XX"
1896,"1024_IWW_NEU_XX"
1897,"1024_IWW_HAP_XX"
1898,"1024_IWW_SAD_XX"
1899,"1024_IWW_ANG_XX"
1900,"1024_IWW_FEA_XX"
1901,"1024_IWW_DIS_XX"
1902,"1024_TAI_NEU_XX"
1903,"1024_TAI_HAP_XX"
1904,"1024_TAI_SAD_XX"
1905,"1024_TAI_ANG_XX"
1906,"1024_TAI_FEA_XX"
1907,"1024_TAI_DIS_XX"
1908,"1024_MTI_NEU_XX"
1909,"1024_MTI_HAP_XX"
1910,"1024_MTI_SAD_XX"
1911,"1024_MTI_ANG_XX"
1912,"1024_MTI_FEA_XX"
1913,"1024_MTI_DIS_XX"
1914,"1024_IWL_NEU_XX"
1915,"1024_IWL_HAP_XX"
1916,"1024_IWL_SAD_XX"
1917,"1024_IWL_ANG_XX"
1918,"1024_IWL_FEA_XX"
1919,"1024_IWL_DIS_XX"
1920,"1024_ITH_NEU_XX"
1921,"1024_ITH_HAP_XX"
1922,"1024_ITH_SAD_XX"
1923,"1024_ITH_ANG_XX"
1924,"1024_ITH_FEA_XX"
1925,"1024_ITH_DIS_XX"
1926,"1024_DFA_NEU_XX"
1927,"1024_DFA_HAP_XX"
1928,"1024_DFA_SAD_XX"
1929,"1024_DFA_ANG_XX"
1930,"1024_DFA_FEA_XX"
1931,"1024_DFA_DIS_XX"
1932,"1024_ITS_NEU_XX"
1933,"1024_ITS_HAP_XX"
1934,"1024_ITS_SAD_XX"
1935,"1024_ITS_ANG_XX"
1936,"1024_ITS_FEA_XX"
1937,"1024_ITS_DIS_XX"
1938,"1024_TSI_NEU_XX"
1939,"1024_TSI_HAP_XX"
1940,"1024_TSI_SAD_XX"
1941,"1024_TSI_ANG_XX"
1942,"1024_TSI_FEA_XX"
1943,"1024_TSI_DIS_XX"
1944,"1024_WSI_NEU_XX"
1945,"1024_WSI_HAP_XX"
1946,"1024_WSI_SAD_XX"
1947,"1024_WSI_ANG_XX"
1948,"1024_WSI_FEA_XX"
1949,"1024_WSI_DIS_XX"
1950,"1025_IEO_NEU_XX"
1951,"1025_IEO_HAP_LO"
1952,"1025_IEO_HAP_MD"
1953,"1025_IEO_HAP_HI"
1954,"1025_IEO_SAD_LO"
1955,"1025_IEO_SAD_MD"
1956,"1025_IEO_SAD_HI"
1957,"1025_IEO_ANG_LO"
1958,"1025_IEO_ANG_MD"
1959,"1025_IEO_ANG_HI"
1960,"1025_IEO_FEA_LO"
1961,"1025_IEO_FEA_MD"
1962,"1025_IEO_FEA_HI"
1963,"1025_IEO_DIS_LO"
1964,"1025_IEO_DIS_MD"
1965,"1025_IEO_DIS_HI"
1966,"1025_TIE_NEU_XX"
1967,"1025_TIE_HAP_XX"
1968,"1025_TIE_SAD_XX"
1969,"1025_TIE_ANG_XX"
1970,"1025_TIE_FEA_XX"
1971,"1025_TIE_DIS_XX"
1972,"1025_IOM_NEU_XX"
1973,"1025_IOM_HAP_XX"
1974,"1025_IOM_SAD_XX"
1975,"1025_IOM_ANG_XX"
1976,"1025_IOM_FEA_XX"
1977,"1025_IOM_DIS_XX"
1978,"1025_IWW_NEU_XX"
1979,"1025_IWW_HAP_XX"
1980,"1025_IWW_SAD_XX"
1981,"1025_IWW_ANG_XX"
1982,"1025_IWW_FEA_XX"
1983,"1025_IWW_DIS_XX"
1984,"1025_TAI_NEU_XX"
1985,"1025_TAI_HAP_XX"
1986,"1025_TAI_SAD_XX"
1987,"1025_TAI_ANG_XX"
1988,"1025_TAI_FEA_XX"
1989,"1025_TAI_DIS_XX"
1990,"1025_MTI_NEU_XX"
1991,"1025_MTI_HAP_XX"
1992,"1025_MTI_SAD_XX"
1993,"1025_MTI_ANG_XX"
1994,"1025_MTI_FEA_XX"
1995,"1025_MTI_DIS_XX"
1996,"1025_IWL_NEU_XX"
1997,"1025_IWL_HAP_XX"
1998,"1025_IWL_SAD_XX"
1999,"1025_IWL_ANG_XX"
2000,"1025_IWL_FEA_XX"
2001,"1025_IWL_DIS_XX"
2002,"1025_ITH_NEU_XX"
2003,"1025_ITH_HAP_XX"
2004,"1025_ITH_SAD_XX"
2005,"1025_ITH_ANG_XX"
2006,"1025_ITH_FEA_XX"
2007,"1025_ITH_DIS_XX"
2008,"1025_DFA_NEU_XX"
2009,"1025_DFA_HAP_XX"
2010,"1025_DFA_SAD_XX"
2011,"1025_DFA_ANG_XX"
2012,"1025_DFA_FEA_XX"
2013,"1025_DFA_DIS_XX"
2014,"1025_ITS_NEU_XX"
2015,"1025_ITS_HAP_XX"
2016,"1025_ITS_SAD_XX"
2017,"1025_ITS_ANG_XX"
2018,"1025_ITS_FEA_XX"
2019,"1025_ITS_DIS_XX"
2020,"1025_TSI_NEU_XX"
2021,"1025_TSI_HAP_XX"
2022,"1025_TSI_SAD_XX"
2023,"1025_TSI_ANG_XX"
2024,"1025_TSI_FEA_XX"
2025,"1025_TSI_DIS_XX"
2026,"1025_WSI_NEU_XX"
2027,"1025_WSI_HAP_XX"
2028,"1025_WSI_SAD_XX"
2029,"1025_WSI_ANG_XX"
2030,"1025_WSI_FEA_XX"
2031,"1025_WSI_DIS_XX"
2032,"1026_IEO_NEU_XX"
2033,"1026_IEO_HAP_LO"
2034,"1026_IEO_HAP_MD"
2035,"1026_IEO_HAP_HI"
2036,"1026_IEO_SAD_LO"
2037,"1026_IEO_SAD_MD"
2038,"1026_IEO_SAD_HI"
2039,"1026_IEO_ANG_LO"
2040,"1026_IEO_ANG_MD"
2041,"1026_IEO_ANG_HI"
2042,"1026_IEO_FEA_LO"
2043,"1026_IEO_FEA_MD"
2044,"1026_IEO_FEA_HI"
2045,"1026_IEO_DIS_LO"
2046,"1026_IEO_DIS_MD"
2047,"1026_IEO_DIS_HI"
2048,"1026_TIE_NEU_XX"
2049,"1026_TIE_HAP_XX"
2050,"1026_TIE_SAD_XX"
2051,"1026_TIE_ANG_XX"
2052,"1026_TIE_FEA_XX"
2053,"1026_TIE_DIS_XX"
2054,"1026_IOM_NEU_XX"
2055,"1026_IOM_HAP_XX"
2056,"1026_IOM_SAD_XX"
2057,"1026_IOM_ANG_XX"
2058,"1026_IOM_FEA_XX"
2059,"1026_IOM_DIS_XX"
2060,"1026_IWW_NEU_XX"
2061,"1026_IWW_HAP_XX"
2062,"1026_IWW_SAD_XX"
2063,"1026_IWW_ANG_XX"
2064,"1026_IWW_FEA_XX"
2065,"1026_IWW_DIS_XX"
2066,"1026_TAI_NEU_XX"
2067,"1026_TAI_HAP_XX"
2068,"1026_TAI_SAD_XX"
2069,"1026_TAI_ANG_XX"
2070,"1026_TAI_FEA_XX"
2071,"1026_TAI_DIS_XX"
2072,"1026_MTI_NEU_XX"
2073,"1026_MTI_HAP_XX"
2074,"1026_MTI_SAD_XX"
2075,"1026_MTI_ANG_XX"
2076,"1026_MTI_FEA_XX"
2077,"1026_MTI_DIS_XX"
2078,"1026_IWL_NEU_XX"
2079,"1026_IWL_HAP_XX"
2080,"1026_IWL_SAD_XX"
2081,"1026_IWL_ANG_XX"
2082,"1026_IWL_FEA_XX"
2083,"1026_IWL_DIS_XX"
2084,"1026_ITH_NEU_XX"
2085,"1026_ITH_HAP_XX"
2086,"1026_ITH_SAD_XX"
2087,"1026_ITH_ANG_XX"
2088,"1026_ITH_FEA_XX"
2089,"1026_ITH_DIS_XX"
2090,"1026_DFA_NEU_XX"
2091,"1026_DFA_HAP_XX"
2092,"1026_DFA_SAD_XX"
2093,"1026_DFA_ANG_XX"
2094,"1026_DFA_FEA_XX"
2095,"1026_DFA_DIS_XX"
2096,"1026_ITS_NEU_XX"
2097,"1026_ITS_HAP_XX"
2098,"1026_ITS_SAD_XX"
2099,"1026_ITS_ANG_XX"
2100,"1026_ITS_FEA_XX"
2101,"1026_ITS_DIS_XX"
2102,"1026_TSI_NEU_XX"
2103,"1026_TSI_HAP_XX"
2104,"1026_TSI_SAD_XX"
2105,"1026_TSI_ANG_XX"
2106,"1026_TSI_FEA_XX"
2107,"1026_TSI_DIS_XX"
2108,"1026_WSI_NEU_XX"
2109,"1026_WSI_HAP_XX"
2110,"1026_WSI_SAD_XX"
2111,"1026_WSI_ANG_XX"
2112,"1026_WSI_FEA_XX"
2113,"1026_WSI_DIS_XX"
2114,"1027_IEO_NEU_XX"
2115,"1027_IEO_HAP_LO"
2116,"1027_IEO_HAP_MD"
2117,"1027_IEO_HAP_HI"
2118,"1027_IEO_SAD_LO"
2119,"1027_IEO_SAD_MD"
2120,"1027_IEO_SAD_HI"
2121,"1027_IEO_ANG_LO"
2122,"1027_IEO_ANG_MD"
2123,"1027_IEO_ANG_HI"
2124,"1027_IEO_FEA_LO"
2125,"1027_IEO_FEA_MD"
2126,"1027_IEO_FEA_HI"
2127,"1027_IEO_DIS_LO"
2128,"1027_IEO_DIS_MD"
2129,"1027_IEO_DIS_HI"
2130,"1027_TIE_NEU_XX"
2131,"1027_TIE_HAP_XX"
2132,"1027_TIE_SAD_XX"
2133,"1027_TIE_ANG_XX"
2134,"1027_TIE_FEA_XX"
2135,"1027_TIE_DIS_XX"
2136,"1027_IOM_NEU_XX"
2137,"1027_IOM_HAP_XX"
2138,"1027_IOM_SAD_XX"
2139,"1027_IOM_ANG_XX"
2140,"1027_IOM_FEA_XX"
2141,"1027_IOM_DIS_XX"
2142,"1027_IWW_NEU_XX"
2143,"1027_IWW_HAP_XX"
2144,"1027_IWW_SAD_XX"
2145,"1027_IWW_ANG_XX"
2146,"1027_IWW_FEA_XX"
2147,"1027_IWW_DIS_XX"
2148,"1027_TAI_NEU_XX"
2149,"1027_TAI_HAP_XX"
2150,"1027_TAI_SAD_XX"
2151,"1027_TAI_ANG_XX"
2152,"1027_TAI_FEA_XX"
2153,"1027_TAI_DIS_XX"
2154,"1027_MTI_NEU_XX"
2155,"1027_MTI_HAP_XX"
2156,"1027_MTI_SAD_XX"
2157,"1027_MTI_ANG_XX"
2158,"1027_MTI_FEA_XX"
2159,"1027_MTI_DIS_XX"
2160,"1027_IWL_NEU_XX"
2161,"1027_IWL_HAP_XX"
2162,"1027_IWL_SAD_XX"
2163,"1027_IWL_ANG_XX"
2164,"1027_IWL_FEA_XX"
2165,"1027_IWL_DIS_XX"
2166,"1027_ITH_NEU_XX"
2167,"1027_ITH_HAP_XX"
2168,"1027_ITH_SAD_XX"
2169,"1027_ITH_ANG_XX"
2170,"1027_ITH_FEA_XX"
2171,"1027_ITH_DIS_XX"
2172,"1027_DFA_NEU_XX"
2173,"1027_DFA_HAP_XX"
2174,"1027_DFA_SAD_XX"
2175,"1027_DFA_ANG_XX"
2176,"1027_DFA_FEA_XX"
2177,"1027_DFA_DIS_XX"
2178,"1027_ITS_NEU_XX"
2179,"1027_ITS_HAP_XX"
2180,"1027_ITS_SAD_XX"
2181,"1027_ITS_ANG_XX"
2182,"1027_ITS_FEA_XX"
2183,"1027_ITS_DIS_XX"
2184,"1027_TSI_NEU_XX"
2185,"1027_TSI_HAP_XX"
2186,"1027_TSI_SAD_XX"
2187,"1027_TSI_ANG_XX"
2188,"1027_TSI_FEA_XX"
2189,"1027_TSI_DIS_XX"
2190,"1027_WSI_NEU_XX"
2191,"1027_WSI_HAP_XX"
2192,"1027_WSI_SAD_XX"
2193,"1027_WSI_ANG_XX"
2194,"1027_WSI_FEA_XX"
2195,"1027_WSI_DIS_XX"
2196,"1028_IEO_NEU_XX"
2197,"1028_IEO_HAP_LO"
2198,"1028_IEO_HAP_MD"
2199,"1028_IEO_HAP_HI"
2200,"1028_IEO_SAD_LO"
2201,"1028_IEO_SAD_MD"
2202,"1028_IEO_SAD_HI"
2203,"1028_IEO_ANG_LO"
2204,"1028_IEO_ANG_MD"
2205,"1028_IEO_ANG_HI"
2206,"1028_IEO_FEA_LO"
2207,"1028_IEO_FEA_MD"
2208,"1028_IEO_FEA_HI"
2209,"1028_IEO_DIS_LO"
2210,"1028_IEO_DIS_MD"
2211,"1028_IEO_DIS_HI"
2212,"1028_TIE_NEU_XX"
2213,"1028_TIE_HAP_XX"
2214,"1028_TIE_SAD_XX"
2215,"1028_TIE_ANG_XX"
2216,"1028_TIE_FEA_XX"
2217,"1028_TIE_DIS_XX"
2218,"1028_IOM_NEU_XX"
2219,"1028_IOM_HAP_XX"
2220,"1028_IOM_SAD_XX"
2221,"1028_IOM_ANG_XX"
2222,"1028_IOM_FEA_XX"
2223,"1028_IOM_DIS_XX"
2224,"1028_IWW_NEU_XX"
2225,"1028_IWW_HAP_XX"
2226,"1028_IWW_SAD_XX"
2227,"1028_IWW_ANG_XX"
2228,"1028_IWW_FEA_XX"
2229,"1028_IWW_DIS_XX"
2230,"1028_TAI_NEU_XX"
2231,"1028_TAI_HAP_XX"
2232,"1028_TAI_SAD_XX"
2233,"1028_TAI_ANG_XX"
2234,"1028_TAI_FEA_XX"
2235,"1028_TAI_DIS_XX"
2236,"1028_MTI_NEU_XX"
2237,"1028_MTI_HAP_XX"
2238,"1028_MTI_SAD_XX"
2239,"1028_MTI_ANG_XX"
2240,"1028_MTI_FEA_XX"
2241,"1028_MTI_DIS_XX"
2242,"1028_IWL_NEU_XX"
2243,"1028_IWL_HAP_XX"
2244,"1028_IWL_SAD_XX"
2245,"1028_IWL_ANG_XX"
2246,"1028_IWL_FEA_XX"
2247,"1028_IWL_DIS_XX"
2248,"1028_ITH_NEU_XX"
2249,"1028_ITH_HAP_XX"
2250,"1028_ITH_SAD_XX"
2251,"1028_ITH_ANG_XX"
2252,"1028_ITH_FEA_XX"
2253,"1028_ITH_DIS_XX"
2254,"1028_DFA_NEU_XX"
2255,"1028_DFA_HAP_XX"
2256,"1028_DFA_SAD_XX"
2257,"1028_DFA_ANG_XX"
2258,"1028_DFA_FEA_XX"
2259,"1028_DFA_DIS_XX"
