"","A","D","F","H","N","S","fileName","numResponses","agreement","emoVote","meanEmoResp","meanAngerResp","meanDisgustResp","meanFearResp","meanHappyResp","meanNeutralResp","meanSadResp","medianEmoResp","meanEmoRespNorm","meanAngerRespNorm","meanDisgustRespNorm","meanFearRespNorm","meanHappyRespNorm","meanNeutralRespNorm","meanSadRespNorm","medianEmoRespNorm"
"203144",0,2,0,0,5,1,"1039_IWL_NEU_XX",8,0.625,"N",47.625,-1,15,-1,-1,64.8,27,44.5,44.8501513980723,-1,13.784907902555,-1,-1,62.5681181563534,18.3908045977011,40.1737967914438
"203145",0,0,0,8,2,0,"1039_IWL_HAP_XX",10,0.8,"H",73.2,-1,-1,-1,68.5,92,-1,77.5,71.7307755945322,-1,-1,-1,66.6213008184665,92.1686746987952,-1,73.8215488215488
"203146",0,0,0,0,0,10,"1039_IWL_SAD_XX",10,1,"S",68.7,-1,-1,-1,-1,-1,68.7,68,64.3851724532182,-1,-1,-1,-1,-1,64.3851724532182,62.7199753010188
"203147",8,1,0,0,0,0,"1039_IWL_ANG_XX",9,0.888888888888889,"A",72.5555555555556,74.25,59,-1,-1,-1,-1,73,69.9273562230275,71.6204034104804,56.3829787234043,-1,-1,-1,-1,69.3181818181818
"203148",0,1,3,0,1,5,"1039_IWL_FEA_XX",10,0.5,"S",65.9,-1,76,61.6666666666667,-1,62,67.2,67.5,60.7497519150873,-1,66.6666666666667,55.2482764795416,-1,39.3939393939394,67.1384167303285,59.6966911764706
"203149",0,9,0,0,1,0,"1039_IWL_DIS_XX",10,0.9,"D",70.1,-1,74.8888888888889,-1,-1,27,-1,68,75.0872185491664,-1,79.7265391287034,-1,-1,33.3333333333333,-1,91.1029411764706
"203150",3,0,0,0,5,0,"1039_ITH_NEU_XX",8,0.625,"N",57.625,37,-1,-1,-1,70,-1,58.5,49.9652337898731,27.1371199082042,-1,-1,-1,63.6621021188744,-1,49.7649133117837
"203151",0,0,0,9,0,0,"1039_ITH_HAP_XX",9,1,"H",67.8888888888889,-1,-1,-1,67.8888888888889,-1,-1,77,62.9715791333303,-1,-1,-1,62.9715791333303,-1,-1,74.6478873239436
"203152",0,1,1,0,0,8,"1039_ITH_SAD_XX",10,0.8,"S",52.2,-1,49,30,-1,-1,55.375,48,45.2928755489731,-1,40,27.2727272727273,-1,-1,48.2070035271255,43.015873015873
"203153",11,0,0,0,0,0,"1039_ITH_ANG_XX",11,1,"A",70.3636363636364,70.3636363636364,-1,-1,-1,-1,-1,65,68.6117313226513,68.6117313226513,-1,-1,-1,-1,-1,64.2857142857143
"203154",0,1,1,0,2,7,"1039_ITH_FEA_XX",11,0.636363636363636,"S",61.6363636363636,-1,54,76,-1,81,55.1428571428571,61,57.4725854795188,-1,47.5609756097561,65.5737704918033,-1,78.8888888888889,51.6122737707672,55.1724137931034
"203155",2,6,0,0,0,2,"1039_ITH_DIS_XX",10,0.6,"D",79.9,86.5,86.5,-1,-1,-1,53.5,83.5,76.0047714696184,82.183908045977,85.1972957622038,-1,-1,-1,42.2480620155039,80.2899686520376
"203156",1,0,0,0,7,1,"1039_DFA_NEU_XX",9,0.777777777777778,"N",62.7777777777778,18,-1,-1,-1,68.8571428571429,65,65,58.8273040996605,8.13953488372093,-1,-1,-1,65.5647515481075,62.3529411764706,62.3529411764706
"203157",1,1,0,7,1,0,"1039_DFA_HAP_XX",10,0.7,"H",73.8,67,61,-1,74.1428571428571,91,-1,69,72.5710743346226,59.2592592592593,54.8780487804878,-1,75.1227356560276,85.7142857142857,-1,70.7658321060383
"203158",1,1,0,0,3,5,"1039_DFA_SAD_XX",10,0.5,"S",46.9,34,80,-1,-1,68,30.2,34.5,39.5491250540664,22.3529411764706,75.3086419753086,-1,-1,63.6069180938313,21.4017826214782,29.5760233918129
"203159",10,0,0,0,0,0,"1039_DFA_ANG_XX",10,1,"A",80.9,80.9,-1,-1,-1,-1,-1,83,80.2114588259263,80.2114588259263,-1,-1,-1,-1,-1,84.9216300940439
"203160",0,1,6,0,1,2,"1039_DFA_FEA_XX",10,0.6,"F",68.9,-1,24,78.3333333333333,-1,63,66,69.5,62.6098147787463,-1,8.19672131147541,74.0772227285385,-1,59.3406593406593,57.0487153820487,59.6225412014886
"203161",0,9,0,0,0,1,"1039_DFA_DIS_XX",10,0.9,"D",71.3,-1,76.7777777777778,-1,-1,-1,22,71,67.1310989731785,-1,72.233207613296,-1,-1,-1,21.2121212121212,65.7738095238095
"203162",0,2,0,0,6,2,"1039_ITS_NEU_XX",10,0.6,"N",63.2,-1,35,-1,-1,80,41,62.5,58.3186532656428,-1,31.8895430333614,-1,-1,75.355400690814,33.6375212224109,56.0437523173897
"203163",0,0,0,9,0,0,"1039_ITS_HAP_XX",9,1,"H",53.7777777777778,-1,-1,-1,53.7777777777778,-1,-1,59,49.2103220468819,-1,-1,-1,49.2103220468819,-1,-1,54.2168674698795
"203164",0,0,1,0,2,6,"1039_ITS_SAD_XX",9,0.666666666666667,"S",64.3333333333333,-1,-1,39,-1,86,61.3333333333333,63,55.0666768569773,-1,-1,15.625,-1,78.125,53.9541819521327,56.25
"203165",7,3,0,0,0,0,"1039_ITS_ANG_XX",10,0.7,"A",76.7,77.5714285714286,74.6666666666667,-1,-1,-1,-1,75.5,NA,NA,61.7700501253133,-1,-1,-1,-1,NA
"203166",0,0,9,0,1,1,"1039_ITS_FEA_XX",11,0.818181818181818,"F",57.0909090909091,-1,-1,59.6666666666667,-1,65,26,56,50.3473401738182,-1,-1,55.8034161110415,-1,41.4634146341463,10.126582278481,41.4634146341463
"203167",1,8,0,0,0,1,"1039_ITS_DIS_XX",10,0.8,"D",70.4,53,73.125,-1,-1,-1,66,67,70.5798330066386,52.0833333333333,73.6880588021579,-1,-1,-1,64.2105263157895,69.9257759784076
"203168",1,1,0,0,6,1,"1039_TSI_NEU_XX",9,0.666666666666667,"N",76.2222222222222,21,88,-1,-1,79.5,100,88,74.7153638465857,13.3333333333333,83.7837837837838,-1,-1,79.2201929170258,100,83.7837837837838
"203169",0,1,0,8,1,0,"1039_TSI_HAP_XX",10,0.8,"H",71.8,-1,86,-1,72.375,53,-1,71.5,63.8375094902023,-1,85.8695652173913,-1,62.6115783073532,51.6129032258064,-1,66.2748171368861
"203170",0,0,1,0,1,8,"1039_TSI_SAD_XX",10,0.8,"S",57.1,-1,-1,68,-1,60,55.375,59,52.2207566390761,-1,-1,69.811320754717,-1,65.4320987654321,48.3705183588265,55.7793449677265
"203171",9,1,0,0,0,0,"1039_TSI_ANG_XX",10,0.9,"A",69.3,69.6666666666667,66,-1,-1,-1,-1,68,66.6841642756584,66.7324047507315,66.25,-1,-1,-1,-1,65.7092696629213
"203172",0,0,8,0,0,2,"1039_TSI_FEA_XX",10,0.8,"F",60.5,-1,-1,65.375,-1,-1,41,56,59.2794510204179,-1,-1,65.5913841960083,-1,-1,34.0317183180562,59.7581827063996
"203173",0,7,0,0,0,0,"1039_TSI_DIS_XX",7,1,"D",62.1428571428571,-1,62.1428571428571,-1,-1,-1,-1,65,55.2850630768743,-1,55.2850630768743,-1,-1,-1,-1,55.6962025316456
"203174",0,2,1,0,7,0,"1039_WSI_NEU_XX",10,0.7,"N",67.1,-1,51.5,100,-1,66.8571428571429,-1,63.5,61.2235940980325,-1,40.0708502024292,100,-1,61.7277486536381,-1,54.865831842576
"203175",0,0,0,10,0,0,"1039_WSI_HAP_XX",10,1,"H",73.9,-1,-1,-1,73.9,-1,-1,84,68.340573672912,-1,-1,-1,68.340573672912,-1,-1,72.9944886711574
"203176",0,0,1,0,1,7,"1039_WSI_SAD_XX",9,0.777777777777778,"S",56.7777777777778,-1,-1,42,-1,64,57.8571428571429,61,51.1994614594328,-1,-1,40.2985074626866,-1,64.4736842105263,50.8604230659546,56.9620253164557
"203177",7,3,0,0,0,0,"1039_WSI_ANG_XX",10,0.7,"A",76.9,78.7142857142857,72.6666666666667,-1,-1,-1,-1,76.5,75.5717104300491,77.1015590235019,72.0020637119923,-1,-1,-1,-1,74.0604207876281
"203178",0,1,5,0,0,3,"1039_WSI_FEA_XX",9,0.555555555555556,"F",63.2222222222222,-1,21,68.8,-1,-1,68,69,61.0668980374019,-1,15.4761904761905,66.6724233257132,-1,-1,66.9212584106201,66.6666666666667
"203179",2,8,0,0,0,0,"1039_WSI_DIS_XX",10,0.8,"D",70.2,60,72.75,-1,-1,-1,-1,71,67.1012325510344,57.3723344556678,69.533457074876,-1,-1,-1,-1,68.5157232704402
"203180",0,0,0,0,9,0,"1040_IEO_NEU_XX",9,1,"N",71.4444444444444,-1,-1,-1,-1,71.4444444444444,-1,79,67.2229270314513,-1,-1,-1,-1,67.2229270314513,-1,78.125
"203181",0,0,0,10,0,0,"1040_IEO_HAP_LO",10,1,"H",66.4,-1,-1,-1,66.4,-1,-1,69,64.0216213170177,-1,-1,-1,64.0216213170177,-1,-1,68.5858585858586
"203182",0,0,1,9,0,0,"1040_IEO_HAP_MD",10,0.9,"H",74,-1,-1,55,76.1111111111111,-1,-1,79,77.1082483609094,-1,-1,53.4883720930233,79.7326790573412,-1,-1,83.7077625570776
"203183",0,0,0,9,0,0,"1040_IEO_HAP_HI",9,1,"H",81.1111111111111,-1,-1,-1,81.1111111111111,-1,-1,87,82.4331118023265,-1,-1,-1,82.4331118023265,-1,-1,87.5
"203184",0,0,0,0,7,3,"1040_IEO_SAD_LO",10,0.7,"N",69.4,-1,-1,-1,-1,73.1428571428571,60.6666666666667,68,64.330335599719,-1,-1,-1,-1,68.9564384559187,53.5360956019199,60.5897009966777
"203185",0,0,0,1,8,1,"1040_IEO_SAD_MD",10,0.8,"N",61.2,-1,-1,-1,25,72.125,10,57,59.5284777833918,-1,-1,-1,11.7647058823529,71.803645357582,9.09090909090909,66.6666666666667
"203186",0,0,1,1,4,3,"1040_IEO_SAD_HI",9,0.444444444444444,"N",48.2222222222222,-1,-1,39,21,66.25,36.3333333333333,44,43.3589952519966,-1,-1,24.2424242424242,9.19540229885057,65.4616372074652,31.6488606322781,43.421052631579
"203187",0,0,0,1,9,0,"1040_IEO_ANG_LO",10,0.9,"N",61.6,-1,-1,-1,35,64.5555555555556,-1,58,60.7363815648673,-1,-1,-1,28.5714285714286,64.310265230805,-1,64.8943661971831
"203188",1,2,0,3,4,0,"1040_IEO_ANG_MD",10,0.4,"N",53.9,52,48,-1,53.3333333333333,57.75,-1,54,47.680310830119,47.8260869565217,47.8383838383838,-1,43.1406828465652,50.9695512820513,-1,46.6403162055336
"203189",10,0,0,0,0,0,"1040_IEO_ANG_HI",10,1,"A",76.7,76.7,-1,-1,-1,-1,-1,75,75.95087720338,75.95087720338,-1,-1,-1,-1,-1,76.5873015873016
"203190",0,0,0,0,10,0,"1040_IEO_FEA_LO",10,1,"N",75.9,-1,-1,-1,-1,75.9,-1,80.5,70.4968332374009,-1,-1,-1,-1,70.4968332374009,-1,73.0518303733237
"203191",0,0,1,0,7,2,"1040_IEO_FEA_MD",10,0.7,"N",64,-1,-1,53,-1,71.1428571428571,44.5,63,61.3293147029966,-1,-1,51.6483516483516,-1,68.4693554317582,41.1796536796537,58.9511754068716
"203192",0,0,8,0,0,1,"1040_IEO_FEA_HI",9,0.888888888888889,"F",69.8888888888889,-1,-1,67.25,-1,-1,91,65,67.8078194291527,-1,-1,64.6984310041382,-1,-1,92.6829268292683,65.4761904761905
"203193",0,2,2,1,1,4,"1040_IEO_DIS_LO",10,0.4,"S",60.1,-1,54,49.5,18,100,69,55,53.6959154709315,-1,46.7446524064171,34.2633928571429,10.8695652173913,100,66.0183747412008,46.9642857142857
"203194",0,1,0,0,0,6,"1040_IEO_DIS_MD",7,0.857142857142857,"S",61.7142857142857,-1,22,-1,-1,-1,68.3333333333333,61,59.1648031794037,-1,22.3404255319149,-1,-1,-1,65.3021994539852,63.8888888888889
"203195",0,0,0,0,0,9,"1040_IEO_DIS_HI",9,1,"S",84.3333333333333,-1,-1,-1,-1,-1,84.3333333333333,80,84.3628513547687,-1,-1,-1,-1,-1,84.3628513547687,84.2105263157895
"203196",0,0,0,0,9,0,"1040_TIE_NEU_XX",9,1,"N",87.8888888888889,-1,-1,-1,-1,87.8888888888889,-1,89,86.4899633769013,-1,-1,-1,-1,86.4899633769013,-1,87.6404494382023
"203197",0,0,0,9,0,0,"1040_TIE_HAP_XX",9,1,"H",60.3333333333333,-1,-1,-1,60.3333333333333,-1,-1,68,57.7260770630654,-1,-1,-1,57.7260770630654,-1,-1,66.6666666666667
"203198",0,0,2,0,4,4,"1040_TIE_SAD_XX",10,0.4,"N:S",44.8,-1,-1,12,-1,66,40,52.5,39.8062964621642,-1,-1,14.7727272727273,-1,61.1962393974589,30.933138121588,42.5
"203199",3,1,0,0,5,0,"1040_TIE_ANG_XX",9,0.555555555555556,"N",68.8888888888889,82.6666666666667,49,-1,-1,64.6,-1,76,64.3441276326084,79.0759837729464,29.3103448275862,-1,-1,62.5117705094102,-1,73.4177215189873
"203200",1,1,2,0,4,0,"1040_TIE_FEA_XX",8,0.5,"N",57.125,15,85,77,-1,50.75,-1,65,51.8954791489601,0,85,75.4254112308565,-1,44.8282526824919,-1,61.3068352905751
"203201",0,0,1,0,0,9,"1040_TIE_DIS_XX",10,0.9,"S",75.5,-1,-1,94,-1,-1,73.4444444444444,77.5,71.513467979483,-1,-1,92.9577464788732,-1,-1,69.1307703684397,76.9375
"203202",0,0,0,0,9,1,"1040_IOM_NEU_XX",10,0.9,"N",63.2,-1,-1,-1,-1,68.1111111111111,19,71,59.5886454897465,-1,-1,-1,-1,64.1894040795163,18.1818181818182,63.2176811952093
"203203",1,0,0,8,1,0,"1040_IOM_HAP_XX",10,0.8,"H",66.1,74,-1,-1,63.875,76,-1,71.5,56.4028118436742,72.3404255319149,-1,-1,52.4092374751723,72.4137931034483,-1,67.4955139707767
"203204",0,0,2,2,3,3,"1040_IOM_SAD_XX",10,0.3,"N:S",55.6,-1,-1,32,73.5,79,36,49.5,49.4685896685259,-1,-1,24.1666666666667,72.680412371134,75.3427159944721,24.9878635420804,46.3067859975076
"203205",1,0,0,4,3,1,"1040_IOM_ANG_XX",9,0.444444444444444,"H",37.6666666666667,20,-1,-1,50.75,33.6666666666667,15,39,30.4142598110737,20.5128205128205,-1,-1,37.0043468313887,31.5572715572716,10.5263157894737,37.6344086021505
"203206",0,0,1,1,6,1,"1040_IOM_FEA_XX",9,0.666666666666667,"N",60.1111111111111,-1,-1,74,31,68.8333333333333,23,66,56.583388951133,-1,-1,72.6315789473684,25.609756097561,66.4181942525447,12.5,65.3061224489796
"203207",0,2,1,0,3,4,"1040_IOM_DIS_XX",10,0.4,"S",51.9,-1,46.5,41,-1,72,42.25,52,45.8786171092743,-1,44.5405165724421,33.3333333333333,-1,66.1140450795623,34.5074173439596,42.8025851938895
"203208",0,0,0,2,8,0,"1040_IWW_NEU_XX",10,0.8,"N",65.4,-1,-1,-1,29,74.5,-1,68,61.8172898331406,-1,-1,-1,25.1177394034537,70.9921774405624,-1,68.5708350643955
"203209",0,0,0,10,0,0,"1040_IWW_HAP_XX",10,1,"H",64,-1,-1,-1,64,-1,-1,68,61.7899378935974,-1,-1,-1,61.7899378935974,-1,-1,60.2983802216539
"203210",0,0,4,1,3,2,"1040_IWW_SAD_XX",10,0.4,"F",50.7,-1,-1,32.25,79,66,50.5,53,45.6848350858845,-1,-1,22.1276595744681,76.1904761904762,66.0185185185185,47.0458404074703,47.6767676767677
"203211",0,1,1,3,4,0,"1040_IWW_ANG_XX",9,0.444444444444444,"N",52.4444444444444,-1,76,20,33,69.25,-1,53,44.911640897104,-1,75,5.88235294117647,27.7139208173691,60.0451631701632,-1,46.6666666666667
"203212",0,0,5,0,3,2,"1040_IWW_FEA_XX",10,0.5,"F",57.4,-1,-1,65,-1,45.6666666666667,56,56,52.6577623643023,-1,-1,57.8336635796775,-1,40.9091073318954,57.3409918744746,51.4834337349398
"203213",0,2,1,0,0,7,"1040_IWW_DIS_XX",10,0.7,"S",57.3,-1,79.5,28,-1,-1,55.1428571428571,58,56.9531956302156,-1,77.5436355896126,18.5185185185185,-1,-1,56.5608809434874,55.6609195402299
"203214",0,0,0,0,9,0,"1040_TAI_NEU_XX",9,1,"N",77.1111111111111,-1,-1,-1,-1,77.1111111111111,-1,85,74.5730327325677,-1,-1,-1,-1,74.5730327325677,-1,80.3571428571429
"203215",0,0,0,9,1,0,"1040_TAI_HAP_XX",10,0.9,"H",77.4,-1,-1,-1,76.8888888888889,82,-1,83,70.2889927505272,-1,-1,-1,70.018072753111,72.7272727272727,-1,75.6493506493507
"203216",0,0,0,3,5,2,"1040_TAI_SAD_XX",10,0.5,"N",68.2,-1,-1,-1,42.3333333333333,83.4,69,69,63.6006587523315,-1,-1,-1,43.2852229188436,80.8076485420892,51.056338028169,60.5390966488587
"203217",1,4,0,0,4,0,"1040_TAI_ANG_XX",9,0.444444444444444,"D:N",49,17,35.25,-1,-1,70.75,-1,51,45.619668189052,12.6315789473684,29.51882303509,-1,-1,69.967535653435,-1,48.8372093023256
"203218",0,1,0,0,6,2,"1040_TAI_FEA_XX",9,0.666666666666667,"N",71.4444444444444,-1,71,-1,-1,74.8333333333333,61.5,79,67.1663039760044,-1,56.8627450980392,-1,-1,72.255237763906,57.0512820512821,74.390243902439
"203219",0,0,1,0,1,7,"1040_TAI_DIS_XX",9,0.777777777777778,"S",66.7777777777778,-1,-1,75,-1,83,63.2857142857143,72,64.0964592705368,-1,-1,73.0769230769231,-1,77.1428571428571,60.9497647450072,73.0769230769231
"203220",0,0,0,1,8,0,"1040_MTI_NEU_XX",9,0.888888888888889,"N",62.3333333333333,-1,-1,-1,44,64.625,-1,69,56.132562948676,-1,-1,-1,22,60.3991333172605,-1,65.1162790697674
"203221",0,0,0,9,0,0,"1040_MTI_HAP_XX",9,1,"H",61.3333333333333,-1,-1,-1,61.3333333333333,-1,-1,64,52.9316682670772,-1,-1,-1,52.9316682670772,-1,-1,55
"203222",0,1,0,0,5,3,"1040_MTI_SAD_XX",9,0.555555555555556,"N",66.8888888888889,-1,90,-1,-1,56.2,77,62,55.9579284967012,-1,80.3921568627451,-1,-1,39.8287207114071,74.69519868351,52.112676056338
"203223",4,2,1,0,1,1,"1040_MTI_ANG_XX",9,0.444444444444444,"A",51.5555555555556,39.75,53.5,51,-1,83,64,51,46.4522608949525,36.715086273458,38.5746352413019,53.1914893617021,-1,81.3186813186813,59.5505617977528,53.1914893617021
"203224",1,0,3,0,5,0,"1040_MTI_FEA_XX",9,0.555555555555556,"N",64.1111111111111,62,-1,73.6666666666667,-1,58.8,-1,62,47.9502292939213,14.2857142857143,-1,60.721415318752,-1,47.0204206806642,-1,40.4255319148936
"203225",0,0,3,0,1,5,"1040_MTI_DIS_XX",9,0.555555555555556,"S",61.7777777777778,-1,-1,52,-1,89,62.2,72,52.7896080015169,-1,-1,47.400059027966,-1,84.5070422535211,49.6798505352466,62.7906976744186
"203226",0,0,0,1,7,1,"1040_IWL_NEU_XX",9,0.777777777777778,"N",67.3333333333333,-1,-1,-1,54,73.1428571428571,40,66,62.4629808571856,-1,-1,-1,53.5353535353535,68.8801265634318,26.4705882352941,61.0169491525424
"203227",0,0,0,10,0,0,"1040_IWL_HAP_XX",10,1,"H",72.7,-1,-1,-1,72.7,-1,-1,79,67.6615702820655,-1,-1,-1,67.6615702820655,-1,-1,67.7589852008457
"203228",0,0,1,0,5,4,"1040_IWL_SAD_XX",10,0.5,"N",50.2,-1,-1,55,-1,67.6,27.25,57,45.4794591195038,-1,-1,53.6585365853659,-1,65.000761646572,19.0330615942029,54.9114600735048
"203229",2,3,0,1,4,0,"1040_IWL_ANG_XX",10,0.4,"N",58.9,42,81,-1,35,56.75,-1,67,51.8751419337773,32.7449786975046,73.5247208931419,-1,31.1688311688312,50.3796170236267,-1,44.2340067340067
"203230",0,0,2,0,6,2,"1040_IWL_FEA_XX",10,0.6,"N",57.5,-1,-1,54.5,-1,66.5,33.5,58,44.8765401598859,-1,-1,52.536231884058,-1,54.9435319664996,7.01587301587302,41.8998048145738
"203231",0,0,1,0,1,8,"1040_IWL_DIS_XX",10,0.8,"S",71.6,-1,-1,66,-1,71,72.375,68.5,68.5441165094264,-1,-1,61.7977528089888,-1,65,69.8304265356594,63.3988764044944
"203232",0,0,0,0,10,0,"1040_ITH_NEU_XX",10,1,"N",73,-1,-1,-1,-1,73,-1,78.5,72.9263557358524,-1,-1,-1,-1,72.9263557358524,-1,71.0167714884696
"203233",0,0,0,8,0,0,"1040_ITH_HAP_XX",8,1,"H",63.75,-1,-1,-1,63.75,-1,-1,71.5,61.1786707619492,-1,-1,-1,61.1786707619492,-1,-1,73.3208955223881
"203234",0,0,0,0,8,2,"1040_ITH_SAD_XX",10,0.8,"N",55.2,-1,-1,-1,-1,61.5,30,53,47.5074933770975,-1,-1,-1,-1,56.2990839805356,12.341130963345,50
"203235",2,4,0,1,3,0,"1040_ITH_ANG_XX",10,0.4,"D",54.8,34,55,-1,55,68.3333333333333,-1,53.5,51.6207013432173,22.5124378109453,51.5793968583496,-1,61.3636363636364,67.833638004416,-1,52.4217772215269
"203236",0,0,5,0,3,1,"1040_ITH_FEA_XX",9,0.555555555555556,"F",61.4444444444444,-1,-1,63.2,-1,76,9,57,48.663873949645,-1,-1,49.3156779368751,-1,60.585973881854,9.63855421686747,35.6164383561644
"203237",0,1,0,0,0,9,"1040_ITH_DIS_XX",10,0.9,"S",65.8,-1,65,-1,-1,-1,65.8888888888889,65,62.6577700167602,-1,58.8235294117647,-1,-1,-1,63.0837967506485,66.5849673202614
"203238",0,0,0,0,10,1,"1040_DFA_NEU_XX",11,0.909090909090909,"N",64.0909090909091,-1,-1,-1,-1,68,25,63,56.9986989050793,-1,-1,-1,-1,62.3908764878949,3.07692307692308,57.5
"203239",0,0,0,10,0,0,"1040_DFA_HAP_XX",10,1,"H",72.3,-1,-1,-1,72.3,-1,-1,73,65.2668148571118,-1,-1,-1,65.2668148571118,-1,-1,65.0093808630394
"203240",0,0,0,2,4,2,"1040_DFA_SAD_XX",8,0.5,"N",48.25,-1,-1,-1,18,74.5,26,34.5,42.364972135855,-1,-1,-1,23.3006736068585,62.9271684438905,20.3048780487805,33.5919540229885
"203241",5,3,0,0,2,0,"1040_DFA_ANG_XX",10,0.5,"A",60.5,62.4,64,-1,-1,50.5,-1,60,55.8241522100161,57.8805885217909,57.2450045709808,-1,-1,48.5517828891323,-1,54.4884327142392
"203242",1,1,3,0,4,0,"1040_DFA_FEA_XX",9,0.444444444444444,"N",70.3333333333333,30,31,75,-1,86.75,-1,74,65.7074394146424,28.125,12.6582278481013,70.4813108038914,-1,84.7849486180014,-1,70.9677419354839
"203243",0,0,1,0,0,8,"1040_DFA_DIS_XX",9,0.888888888888889,"S",62.4444444444444,-1,-1,56,-1,-1,63.25,56,63.1915908668906,-1,-1,57.8313253012048,-1,-1,63.8616240626013,62.8571428571429
"203244",0,0,0,3,6,1,"1040_ITS_NEU_XX",10,0.6,"N",61.2,-1,-1,-1,34.6666666666667,72.1666666666667,75,67,57.5544277713591,-1,-1,-1,29.4582856051928,69.0085235546866,73.1182795698925,63.1716552470249
"203245",0,0,0,8,1,0,"1040_ITS_HAP_XX",9,0.888888888888889,"H",51.4444444444444,-1,-1,-1,50.5,59,-1,54,46.1886083774142,-1,-1,-1,44.9219545395335,56.3218390804598,-1,54.7619047619048
"203246",0,0,1,0,6,4,"1040_ITS_SAD_XX",11,0.545454545454545,"N",62.1818181818182,-1,-1,69,-1,80.5,33,69,56.4527680394091,-1,-1,43.6363636363636,-1,77.9779120056898,27.3691531907494,62.8205128205128
"203247",4,3,0,0,1,0,"1040_ITS_ANG_XX",8,0.5,"A",65.625,66.25,56.3333333333333,-1,-1,91,-1,66.5,55.1526538843831,50.9410975064069,52.0689470164791,-1,-1,81.25,-1,51.5384615384615
"203248",0,0,6,1,1,2,"1040_ITS_FEA_XX",10,0.6,"F",64.5,-1,-1,63.5,53,74,68.5,68.5,55.272190871893,-1,-1,51.1105815586973,52.6881720430108,71.1111111111111,61.1295681063123,55.5451127819549
"203249",0,1,2,0,0,7,"1040_ITS_DIS_XX",10,0.7,"S",66.1,-1,98,69.5,-1,-1,60.5714285714286,72.5,66.977782759773,-1,97.4358974358974,76.530612244898,-1,-1,59.8972436674339,67.9431323091034
"203250",0,0,0,0,11,0,"1040_TSI_NEU_XX",11,1,"N",72.5454545454545,-1,-1,-1,-1,72.5454545454545,-1,73,67.9590512076137,-1,-1,-1,-1,67.9590512076137,-1,63.013698630137
"203251",0,0,0,9,1,0,"1040_TSI_HAP_XX",10,0.9,"H",61,-1,-1,-1,61.3333333333333,58,-1,61.5,59.0307476193763,-1,-1,-1,59.3270933144585,56.3636363636364,-1,59.6886674968867
"203252",0,0,0,2,7,1,"1040_TSI_SAD_XX",10,0.7,"N",70.1,-1,-1,-1,59.5,78,36,79,65.8171042415593,-1,-1,-1,49.8661759785882,74.4859504887685,37.037037037037,69.0166975881262
"203253",8,0,0,1,0,0,"1040_TSI_ANG_XX",9,0.888888888888889,"A",51.6666666666667,50.125,-1,-1,64,-1,-1,44,40.103385579696,38.616308777158,-1,-1,52,-1,-1,33.6842105263158
"203254",3,0,4,0,2,0,"1040_TSI_FEA_XX",9,0.444444444444444,"F",49.8888888888889,34.3333333333333,-1,54.75,-1,63.5,-1,54,43.3772844894413,27.3107890499195,-1,45.9145312572732,-1,62.4025341130604,-1,50
"203255",0,1,1,0,0,6,"1040_TSI_DIS_XX",8,0.75,"S",54.125,-1,46,58,-1,-1,54.8333333333333,48,41.6640733519058,-1,45.4545454545455,43.2432432432432,-1,-1,40.7691330195763,38.2882882882883
"203256",0,0,0,1,9,0,"1040_WSI_NEU_XX",10,0.9,"N",74.5,-1,-1,-1,58,76.3333333333333,-1,77,72.6459596259356,-1,-1,-1,52.8089887640449,74.850067499479,-1,74.2794486215539
"203257",0,0,0,9,1,0,"1040_WSI_HAP_XX",10,0.9,"H",76.5,-1,-1,-1,74,99,-1,80,71.4660609102053,-1,-1,-1,68.5601734981117,97.6190476190476,-1,68.9642983386356
"203258",0,0,0,2,7,1,"1040_WSI_SAD_XX",10,0.7,"N",58.5,-1,-1,-1,42.5,63.5714285714286,55,56,58.5299180107945,-1,-1,-1,32.4514991181658,66.5872096551285,54.2857142857143,60.576711424169
"203259",2,4,0,1,1,0,"1040_WSI_ANG_XX",8,0.5,"D",70.125,60.5,69.25,-1,74,89,-1,73.5,65.3428023000391,61.0745614035088,62.3611111111111,-1,61.5384615384615,89.6103896103896,-1,68.2692307692308
"203260",0,0,6,0,4,0,"1040_WSI_FEA_XX",10,0.6,"F",59.2,-1,-1,59.1666666666667,-1,59.25,-1,56,50.3967485814957,-1,-1,51.8991092793082,-1,48.143207534777,-1,49.256876663709
"203261",0,2,0,0,0,8,"1040_WSI_DIS_XX",10,0.8,"S",70.4,-1,81,-1,-1,-1,67.75,72.5,66.2537768841988,-1,74.0219629375429,-1,-1,-1,64.3117303708628,66.748726655348
"203262",0,0,1,0,8,1,"1041_IEO_NEU_XX",10,0.8,"N",81.7,-1,-1,99,-1,80,78,83,83.1439478239518,-1,-1,94.7368421052632,-1,80.9550170167819,89.0625,85.4951054216868
"203263",0,0,0,3,7,0,"1041_IEO_HAP_LO",10,0.7,"N",62.2,-1,-1,-1,34.3333333333333,74.1428571428571,-1,62.5,57.6091940038053,-1,-1,-1,23.0437204121415,72.4229684002326,-1,63.9080459770115
"203264",0,0,0,9,1,0,"1041_IEO_HAP_MD",10,0.9,"H",62.7,-1,-1,-1,62.1111111111111,68,-1,64.5,57.6281645884253,-1,-1,-1,58.3073882632335,51.5151515151515,-1,57.1316614420063
